UserID,Gender,Age Group,Top 6 most preferred style,Artsy Style (F),Biker Style (F),Bohemian Style (F),Casual Style (F),Chic Style (F),Classy Style (F),Comfy Style (F),Ethnic Style (F),Evening Style (F),Formal Office Style (F),Girl Next Door Style (F),Grunge Style (F),Hip Hop Style (F),Indie Style (F),Kpop Style (F),Lolita Style (F),Preppy Style (F),Punk Style (F),Sexy Style (F),Sporty Style (F),Streetwear Style (F),Vacation Style (F),Vintage Style (F),Y2k Style (F),Artsy Style (M),Biker Style (M),Bohemian Style (M),Boy Next Door Style (M),Casual Style (M),Chic Style (M),Classy Style (M),Comfy Style (M),Ethnic Style (M),Evening Style (M),Formal Office Style (M),Grunge Style (M),Hip Hop Style (M),Indie Style (M),Ivy Style (M),Preppy Style (M),Punk Style (M),Rugged Style (M),Sporty Style (M),Streetwear Style (M),Vacation Style (M),Varsity Style (M),Vintage Style (M),Y2k Style (M),sum
312,Male,25 - 54,"Casual Style (M), Comfy Style (M), Formal Office Style (M), Preppy Style (M), Sporty Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,6
313,Male,25 - 54,"Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M), Preppy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6
314,Male,25 - 54,"Biker Style (M), Chic Style (M), Classy Style (M), Preppy Style (M), Streetwear Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6
315,Male,25 - 54,"Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M), Rugged Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6
316,Male,25 - 54,"Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Grunge Style (M), Sporty Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6
317,Male,25 - 54,"Ethnic Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M), Rugged Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,6
318,Male,25 - 54,"Biker Style (M), Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
319,Male,25 - 54,"Evening Style (M), Formal Office Style (M), Ivy Style (M), Preppy Style (M), Rugged Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,6
320,Female,14 and below,"Artsy Style (F), Kpop Style (F), Lolita Style (F), Preppy Style (F), Vintage Style (F), Y2k Style (F)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
321,Female,14 and below,"Biker Style (F), Casual Style (F), Hip Hop Style (F), Punk Style (F), Sporty Style (F), Streetwear Style (F)",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
322,Female,14 and below,"Bohemian Style (F), Chic Style (F), Evening Style (F), Sexy Style (F), Sporty Style (F), Vacation Style (F)",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
323,Female,14 and below,"Bohemian Style (F), Casual Style (F), Sexy Style (F), Sporty Style (F), Streetwear Style (F), Vacation Style (F)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
324,Male,55 - 64,"Artsy Style (M), Bohemian Style (M), Ethnic Style (M), Grunge Style (M), Vacation Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,6
325,Male,55 - 64,"Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Grunge Style (M), Hip Hop Style (M), Indie Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6
326,Female,14 and below,"Casual Style (F), Comfy Style (F), Hip Hop Style (F), Indie Style (F), Streetwear Style (F), Y2k Style (F)",0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
327,Female,14 and below,"Artsy Style (F), Bohemian Style (F), Indie Style (F), Vacation Style (F), Vintage Style (F), Y2k Style (F)",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
328,Female,14 and below,"Artsy Style (F), Biker Style (F), Grunge Style (F), Indie Style (F), Vintage Style (F), Y2k Style (F)",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
329,Female,14 and below,"Artsy Style (F), Biker Style (F), Grunge Style (F), Indie Style (F), Vintage Style (F), Y2k Style (F)",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
330,Male,25 - 54,"Grunge Style (M), Indie Style (M), Ivy Style (M), Preppy Style (M), Rugged Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,6
331,Male,25 - 54,"Artsy Style (M), Biker Style (M), Casual Style (M), Hip Hop Style (M), Sporty Style (M), Streetwear Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6
332,Male,25 - 54,"Bohemian Style (M), Casual Style (M), Indie Style (M), Ivy Style (M), Rugged Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,6
333,Male,25 - 54,"Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M), Preppy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6
334,Male,25 - 54,"Boy Next Door Style (M), Indie Style (M), Ivy Style (M), Preppy Style (M), Rugged Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,6
335,Male,25 - 54,"Artsy Style (M), Biker Style (M), Ivy Style (M), Punk Style (M), Rugged Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,6
336,Male,25 - 54,"Biker Style (M), Evening Style (M), Punk Style (M), Rugged Style (M), Streetwear Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,6
337,Male,25 - 54,"Casual Style (M), Comfy Style (M), Hip Hop Style (M), Sporty Style (M), Vacation Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,6
338,Female,15 - 24,"Casual Style (F), Chic Style (F), Classy Style (F), Comfy Style (F), Girl Next Door Style (F), Kpop Style (F)",0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
339,Female,25 - 54,"Biker Style (F), Classy Style (F), Evening Style (F), Grunge Style (F), Indie Style (F), Preppy Style (F)",0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
340,Male,15 - 24,"Biker Style (M), Evening Style (M), Hip Hop Style (M), Ivy Style (M), Punk Style (M), Streetwear Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,6
341,Female,65 and above,"Bohemian Style (F), Ethnic Style (F), Evening Style (F), Grunge Style (F), Kpop Style (F), Lolita Style (F)",0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
342,Male,25 - 54,"Casual Style (M), Comfy Style (M), Hip Hop Style (M), Sporty Style (M), Vacation Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,6
343,Male,25 - 54,"Artsy Style (M), Boy Next Door Style (M), Casual Style (M), Chic Style (M), Classy Style (M), Comfy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
344,Male,25 - 54,"Chic Style (M), Classy Style (M), Hip Hop Style (M), Streetwear Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,6
345,Male,14 and below,"Artsy Style (M), Bohemian Style (M), Chic Style (M), Evening Style (M), Grunge Style (M), Ivy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6
346,Male,25 - 54,"Artsy Style (M), Chic Style (M), Classy Style (M), Hip Hop Style (M), Streetwear Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6
347,Male,25 - 54,"Artsy Style (M), Bohemian Style (M), Casual Style (M), Comfy Style (M), Grunge Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6
348,Male,25 - 54,"Artsy Style (M), Bohemian Style (M), Boy Next Door Style (M), Grunge Style (M), Hip Hop Style (M), Indie Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6
349,Male,25 - 54,"Casual Style (M), Comfy Style (M), Grunge Style (M), Hip Hop Style (M), Rugged Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,6
350,Male,55 - 64,"Biker Style (M), Evening Style (M), Hip Hop Style (M), Ivy Style (M), Punk Style (M), Rugged Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,6
351,Male,25 - 54,"Bohemian Style (M), Indie Style (M), Rugged Style (M), Streetwear Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,6
352,Male,25 - 54,"Artsy Style (M), Bohemian Style (M), Ethnic Style (M), Streetwear Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6
353,Female,25 - 54,"Artsy Style (F), Bohemian Style (F), Ethnic Style (F), Lolita Style (F), Preppy Style (F), Vintage Style (F)",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
354,Male,25 - 54,"Ethnic Style (M), Grunge Style (M), Indie Style (M), Punk Style (M), Rugged Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,6
355,Male,55 - 64,"Artsy Style (M), Bohemian Style (M), Grunge Style (M), Indie Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,6
356,Male,55 - 64,"Biker Style (M), Casual Style (M), Chic Style (M), Classy Style (M), Hip Hop Style (M), Punk Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6
357,Male,55 - 64,"Artsy Style (M), Bohemian Style (M), Ethnic Style (M), Indie Style (M), Preppy Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,6
358,Female,15 - 24,"Biker Style (F), Classy Style (F), Evening Style (F), Punk Style (F), Streetwear Style (F), Y2k Style (F)",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
359,Male,55 - 64,"Artsy Style (M), Bohemian Style (M), Ethnic Style (M), Grunge Style (M), Vacation Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,6
360,Male,55 - 64,"Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Grunge Style (M), Hip Hop Style (M), Indie Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6
361,Female,25 - 54,"Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Streetwear Style (F), Vintage Style (F), Y2k Style (F)",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
362,Male,15 - 24,"Casual Style (M), Comfy Style (M), Formal Office Style (M), Grunge Style (M), Hip Hop Style (M), Sporty Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,6
363,Male,55 - 64,"Artsy Style (M), Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
364,Male,25 - 54,"Artsy Style (M), Bohemian Style (M), Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
365,Male,55 - 64,"Casual Style (M), Comfy Style (M), Hip Hop Style (M), Preppy Style (M), Sporty Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,6
366,Female,14 and below,"Artsy Style (F), Bohemian Style (F), Casual Style (F), Grunge Style (F), Kpop Style (F), Lolita Style (F)",1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
367,Male,25 - 54,"Artsy Style (M), Chic Style (M), Classy Style (M), Evening Style (M), Streetwear Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6
368,Male,55 - 64,"Artsy Style (M), Biker Style (M), Chic Style (M), Classy Style (M), Streetwear Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6
369,Male,14 and below,"Artsy Style (M), Bohemian Style (M), Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Grunge Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
370,Male,55 - 64,"Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Sporty Style (M), Vacation Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6
371,Male,15 - 24,"Biker Style (M), Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Grunge Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
372,Male,55 - 64,"Artsy Style (M), Bohemian Style (M), Ethnic Style (M), Ivy Style (M), Vacation Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,6
373,Female,15 - 24,"Biker Style (F), Casual Style (F), Classy Style (F), Comfy Style (F), Hip Hop Style (F), Punk Style (F)",0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
374,Male,55 - 64,"Casual Style (M), Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
375,Male,55 - 64,"Casual Style (M), Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Preppy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
376,Male,55 - 64,"Bohemian Style (M), Grunge Style (M), Indie Style (M), Preppy Style (M), Vacation Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,6
377,Male,55 - 64,"Boy Next Door Style (M), Grunge Style (M), Indie Style (M), Preppy Style (M), Rugged Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,6
378,Male,55 - 64,"Comfy Style (M), Grunge Style (M), Hip Hop Style (M), Sporty Style (M), Streetwear Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,6
379,Female,15 - 24,"Artsy Style (F), Girl Next Door Style (F), Grunge Style (F), Hip Hop Style (F), Kpop Style (F), Preppy Style (F)",1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
380,Male,55 - 64,"Casual Style (M), Grunge Style (M), Indie Style (M), Streetwear Style (M), Varsity Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,6
381,Male,55 - 64,"Grunge Style (M), Ivy Style (M), Preppy Style (M), Sporty Style (M), Varsity Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,6
382,Female,25 - 54,"Biker Style (F), Chic Style (F), Classy Style (F), Evening Style (F), Formal Office Style (F), Vacation Style (F)",0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
383,Male,55 - 64,"Boy Next Door Style (M), Grunge Style (M), Ivy Style (M), Preppy Style (M), Rugged Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,6
384,Male,25 - 54,"Biker Style (M), Hip Hop Style (M), Punk Style (M), Streetwear Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,6
385,Female,65 and above,"Bohemian Style (F), Grunge Style (F), Lolita Style (F), Preppy Style (F), Vacation Style (F), Vintage Style (F)",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
386,Female,55 - 64,"Chic Style (F), Classy Style (F), Comfy Style (F), Formal Office Style (F), Girl Next Door Style (F), Hip Hop Style (F)",0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
387,Male,65 and above,"Biker Style (M), Casual Style (M), Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
388,Female,55 - 64,"Artsy Style (F), Bohemian Style (F), Chic Style (F), Ethnic Style (F), Evening Style (F), Grunge Style (F)",1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
389,Male,55 - 64,"Biker Style (M), Chic Style (M), Evening Style (M), Formal Office Style (M), Hip Hop Style (M), Ivy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,6
390,Female,15 - 24,"Casual Style (F), Comfy Style (F), Formal Office Style (F), Girl Next Door Style (F), Kpop Style (F), Vacation Style (F)",0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
391,Male,15 - 24,"Boy Next Door Style (M), Casual Style (M), Classy Style (M), Comfy Style (M), Ivy Style (M), Preppy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6
392,Female,15 - 24,"Artsy Style (F), Casual Style (F), Classy Style (F), Comfy Style (F), Girl Next Door Style (F), Hip Hop Style (F)",1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
393,Female,15 - 24,"Biker Style (F), Casual Style (F), Classy Style (F), Formal Office Style (F), Girl Next Door Style (F), Hip Hop Style (F)",0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
